  22312 ,    7224 ,    1976 ,   -6165 ,    9736 ,   -7250
  15704 ,    3588 ,    3008 ,     577 ,   -2401 ,     -49
  15980 ,    3032 ,    3392 ,     319 ,    -384 ,    -109
  21736 ,    -208 ,    2456 ,   -5526 ,   -8374 ,   27595
---  15224 ,   -2332 ,   -1324 ,    1202 ,    3119 ,    1017
  15192 ,   -1560 ,     996 ,  -10979 ,    2513 ,  -10392
  16536 ,    5076 ,    2084 ,   -1902 ,   -2861 ,   -1321
  16688 ,    2608 ,    1152 ,    -865 ,     159 ,    -735
  16576 ,    2616 ,    1212 ,    -373 ,    -187 ,    -456
  20400 ,    6468 ,    1216 ,    5106 ,    -158 ,     741
  10740 ,   -5464 ,   -2472 ,  -24586 ,   -4680 ,   22461
  12836 ,   -7952 ,   -6740 ,  -21145 ,    2812 ,   14222
  12188 ,   -8948 ,   -6964 ,  -13719 ,    -128 ,   -2130
  15456 ,    4856 ,  -12484 ,   32767 ,    1829 ,  -32768
---
  16596 ,    -612 ,   -2036 ,    -750 ,      59 ,   -1137
  16888 ,     888 ,    -904 ,    -281 ,    -625 ,     464
  16992 ,     884 ,    -536 ,    -389 ,    -223 ,    -231
  18372 ,     712 ,    -844 ,     -14 ,   -4024 ,     863
  17128 ,   -1404 ,   -2692 ,  -13972 ,     436 ,   20898
  13084 ,   -6996 ,   -6732 ,  -15633 ,    5983 ,   11645
  11484 ,   -8596 ,   -7604 ,  -18478 ,    4040 ,   10726
  29336 ,   15640 ,   -1056 ,   32767 ,  -25981 ,  -32768
  16800 ,   -1048 ,   -6012 ,   -7627 ,   -2435 ,    1667
  15760 ,   -1076 ,   -5504 ,   -8796 ,    1743 ,    1454
---
  16720 ,   -2812 ,     164 ,    -634 ,    -279 ,      55
  16992 ,   -3032 ,     -28 ,    -596 ,    -523 ,     101
  20860 ,   -3716 ,       8 ,   -8578 ,   -1004 ,    2997
   9900 ,   -8148 ,   -5036 ,  -22243 ,    3230 ,   11313
  11464 ,   -9644 ,   -6156 ,  -19267 ,    -925 ,    7760
  32767 ,    3088 ,    8792 ,   32767 ,  -18695 ,  -32768
  16492 ,   -1372 ,   -4752 ,   -7795 ,    -142 ,    3767
  15488 ,   -2612 ,   -5596 ,   -3759 ,     603 ,      54
  17104 ,   -2976 ,   -4376 ,   -2246 ,    2654 ,     979
  16312 ,   -2296 ,   -3180 ,      53 ,    2635 ,     677
---
  12408 ,   -7876 ,   -3476 ,  -18277 ,    1565 ,   17575
  12004 ,   -9072 ,   -7080 ,  -11518 ,    2644 ,    4607
  10520 ,   -8960 ,  -11352 ,   -8863 ,    1146 ,     207
  28216 ,    1316 ,    4356 ,   32767 ,  -20548 ,  -16582
  16908 ,     696 ,   -5416 ,   -3793 ,    -473 ,    3017
  16208 ,     436 ,   -5036 ,   -6276 ,     684 ,    4148
  15652 ,   -1804 ,   -6704 ,  -16080 ,   -2536 ,   13380
  14904 ,   -5276 ,   -7560 ,  -10834 ,     870 ,    9357
  13468 ,   -6096 ,   -8832 ,  -14890 ,    1810 ,    9193
  12656 ,   -5568 ,  -11208 ,   -4663 ,     311 ,    2318
---
  15716 ,   -1152 ,   -8120 ,   -2499 ,     349 ,     876
  15824 ,      64 ,   -6972 ,   -2004 ,    -511 ,     441
  16044 ,    -272 ,   -6976 ,    -479 ,    -291 ,      58
  15916 ,    -748 ,   -6828 ,    -544 ,    -151 ,     531
  16000 ,   -2944 ,   -5620 ,  -17609 ,   -2008 ,   17076
  14516 ,   -3372 ,  -10024 ,  -28732 ,    2804 ,   15292
  13612 ,   -3716 ,  -11284 ,   -2116 ,      70 ,    -415
  13528 ,   -3344 ,   -9896 ,    -293 ,     251 ,    -250
  14080 ,   -3316 ,  -10224 ,    -221 ,     127 ,    -524
  13412 ,   -3420 ,  -10992 ,    -198 ,    -378 ,    -473
---
  14148 ,   -3308 ,   -9876 ,     497 ,     187 ,    -615
  13720 ,   -2972 ,  -10220 ,     711 ,    -307 ,    -981
  13880 ,   -2544 ,  -10188 ,   -1899 ,     903 ,     899
  23148 ,   -2692 ,    5432 ,   32767 ,   -8420 ,  -18782
  16160 ,     980 ,   -8384 ,   -3609 ,     121 ,    5988
  14972 ,    -624 ,   -8796 ,  -14157 ,   -2992 ,   14609
  13228 ,   -3300 ,  -10576 ,  -18664 ,    1812 ,   12965
  13688 ,   -2932 ,  -11940 ,   -8426 ,    -833 ,    3881
  13448 ,   -2740 ,  -11320 ,   -1223 ,     597 ,     184
  13712 ,   -2668 ,  -10712 ,    -932 ,     604 ,     465
---
  13792 ,   -2436 ,  -10328 ,   -2935 ,     406 ,    1789
  13912 ,   -2796 ,  -10344 ,   -3897 ,    1636 ,    3327
  26836 ,    4196 ,    6036 ,   32767 ,   -8862 ,  -32768
  16200 ,    -360 ,   -9428 ,   -4039 ,    -638 ,    6838
  15684 ,   -1028 ,   -7584 ,  -20272 ,     349 ,   19784
  12988 ,   -3620 ,  -10876 ,  -19028 ,    1843 ,   11813
  13028 ,   -2528 ,  -11996 ,   -5445 ,      -6 ,    2826
  13520 ,   -2612 ,  -10948 ,   -1844 ,     638 ,     623
  13568 ,   -2576 ,  -10920 ,    -680 ,    -109 ,    -132
  13612 ,   -2556 ,  -11216 ,    -239 ,      74 ,    -314
---
  15316 ,    2364 ,  -10448 ,   -7468 ,    -421 ,    5066
  15832 ,     936 ,   -8272 ,   -8263 ,     366 ,    7266
  14728 ,   -1780 ,   -9088 ,  -15833 ,   -2790 ,   15184
  13268 ,   -2948 ,  -10548 ,  -16346 ,    2313 ,   10614
  13644 ,   -2276 ,  -10736 ,   -5173 ,    -163 ,    2302
  14020 ,   -2244 ,  -10844 ,   -2050 ,      61 ,    1069
  13760 ,   -2076 ,  -10780 ,   -1463 ,    -305 ,     698
  13608 ,   -2096 ,  -11148 ,    -921 ,     281 ,     343
  13696 ,   -2108 ,  -10948 ,    -770 ,     102 ,     428
  13688 ,   -2028 ,  -11364 ,    -168 ,     -42 ,     -77
---
  14632 ,   -3116 ,  -10860 ,   -1517 ,    1494 ,    2990
  13840 ,   -3868 ,   -9240 ,   -1013 ,    -250 ,    -362
  18048 ,    1368 ,    9792 ,   20261 ,    -103 ,  -15759
  15648 ,   -2768 ,   -9732 ,    2003 ,    -367 ,    3398
  14608 ,   -1796 ,   -8812 ,  -10236 ,     119 ,    8736
  13032 ,   -3588 ,  -11204 ,  -22057 ,    -872 ,   17037
  12872 ,   -2504 ,  -12088 ,  -10860 ,    1595 ,    5151
  12808 ,   -2280 ,  -12008 ,   -2465 ,     490 ,    1021
  13324 ,   -2088 ,  -11696 ,    -798 ,     308 ,      32
  12956 ,   -2204 ,  -11640 ,    -772 ,      14 ,     228
---
  11964 ,   -1792 ,  -12272 ,   -7607 ,    3910 ,    8461
  14712 ,   -3532 ,   -8800 ,      47 ,     713 ,    -411
  13704 ,   -1980 ,  -10560 ,    -407 ,    1674 ,    -611
  30032 ,   -8184 ,   13216 ,   32767 ,  -14730 ,  -24526
  14932 ,   -1500 ,   -9332 ,   -1261 ,     805 ,    7084
  15096 ,   -2328 ,   -9460 ,  -20978 ,   -1494 ,   22275
  12360 ,   -3224 ,  -11632 ,  -19166 ,    3751 ,   12550
  13468 ,   -2584 ,  -11284 ,  -10964 ,    1507 ,    6923
  13620 ,   -2468 ,  -11436 ,   -2700 ,      89 ,    1678
  12600 ,   -1808 ,  -12060 ,   -3107 ,    1045 ,    1759
---
  14132 ,   -1904 ,  -10132 ,    -859 ,     526 ,     437
  14456 ,   -1660 ,  -10092 ,    -309 ,     218 ,    -163
   6484 ,   24888 ,  -15852 ,   32767 ,    7264 ,  -32768
  15392 ,    3856 ,   -9204 ,   -2482 ,   -2094 ,    3650
  16012 ,     352 ,   -6996 ,  -15254 ,      23 ,   16154
  13804 ,   -3780 ,  -10632 ,  -13281 ,    1845 ,    9262
  12432 ,   -2812 ,  -11732 ,  -19035 ,    1746 ,    9721
  12896 ,   -1336 ,  -12452 ,   -7550 ,    -482 ,    3584
  13180 ,   -1228 ,  -11936 ,   -1586 ,     413 ,     394
  13056 ,    -896 ,  -12156 ,   -1057 ,     268 ,     326
---
  16676 ,    3672 ,   -5228 ,    5353 ,   -5383 ,   -2191
  14872 ,    -372 ,   -7688 ,   -4146 ,      78 ,    2370
  16224 ,    -108 ,   -7432 ,   -6098 ,      -8 ,    5373
  15376 ,   -1528 ,   -7960 ,   -6582 ,   -1167 ,    6146
  13236 ,   -3120 ,  -10420 ,  -12274 ,   -1385 ,    9790
  12840 ,   -2636 ,  -12532 ,  -15903 ,     629 ,    9674
  12692 ,   -2320 ,  -11608 ,   -4981 ,    1281 ,    2573
  13268 ,   -2124 ,  -11424 ,    -940 ,    1306 ,     230
  13284 ,   -1960 ,  -11556 ,    -710 ,     204 ,      87
  13380 ,   -1852 ,  -11600 ,    -328 ,     373 ,    -112
---
  13888 ,   -1748 ,  -11380 ,   -3541 ,      88 ,    2004
  14984 ,   -1244 ,  -10536 ,   -3486 ,    6017 ,    6750
  22472 ,   -1868 ,    3700 ,   32767 ,     689 ,  -32768
  15640 ,     440 ,   -9520 ,   -3090 ,    -135 ,    5613
  15032 ,   -1920 ,   -9788 ,  -23573 ,   -1930 ,   23113
  12976 ,   -2944 ,  -11320 ,  -14318 ,   -1900 ,    9427
  12736 ,   -1784 ,  -12552 ,   -5777 ,    -901 ,    3475
  13280 ,   -1768 ,  -11616 ,   -1836 ,    2986 ,     985
  13940 ,   -1672 ,  -10908 ,    -367 ,     141 ,    -171
  14248 ,   -1536 ,  -10248 ,   -1328 ,     667 ,     -96
---
  15404 ,    5092 ,   -8884 ,   -3072 ,   -1094 ,    3862
  14236 ,    1644 ,   -8956 ,   -6377 ,    1117 ,    4663
  15320 ,    -664 ,   -8576 ,  -18568 ,   -2714 ,   18612
  13944 ,   -2144 ,  -10664 ,  -16625 ,    -768 ,   11933
  13348 ,   -1632 ,  -11916 ,  -10948 ,    1267 ,    6457
  13944 ,   -1452 ,  -11032 ,   -3986 ,     523 ,    1824
  13472 ,   -1376 ,  -10988 ,    -211 ,      96 ,    -145
  13536 ,   -1332 ,  -11360 ,    -723 ,     -20 ,      35
  13508 ,   -1180 ,  -11092 ,    -950 ,    -174 ,     223
  13708 ,   -1156 ,  -11212 ,    -782 ,      97 ,     -20
---
  13224 ,    -904 ,  -11380 ,   -4933 ,     637 ,    3510
  13356 ,    -804 ,  -10680 ,   -9136 ,    -120 ,    7210
  26924 ,   14928 ,    1904 ,   32767 ,    3398 ,  -32768
  16620 ,   -1400 ,  -10792 ,    -980 ,    -554 ,    1026
  15460 ,     780 ,   -8376 ,   -3418 ,    -379 ,    2523
  15104 ,    -696 ,   -8292 ,   -8226 ,    -535 ,    5918
  15192 ,   -2292 ,   -8556 ,  -19092 ,   -6627 ,   15523
  13048 ,   -2088 ,  -11040 ,  -10262 ,    1809 ,    6052
  13584 ,   -1348 ,  -11280 ,   -3851 ,     221 ,    1981
  13668 ,   -1276 ,  -10992 ,    -712 ,     626 ,    -226
---
  12568 ,   -1152 ,  -12128 ,    -792 ,     174 ,     129
  13232 ,   -1260 ,  -11916 ,    -349 ,      99 ,     144
  12992 ,   -1572 ,  -10764 ,   -2551 ,     955 ,    1586
   8488 ,    2168 ,  -17748 ,   32173 ,    2575 ,  -23180
  18612 ,    5004 ,   -7708 ,    2744 ,   -3048 ,   -5274
  15008 ,   -1160 ,   -8556 ,   -6979 ,     988 ,    4001
  12916 ,   -1264 ,  -12688 ,   -9417 ,   -1069 ,    4643
  13492 ,    -676 ,  -11544 ,  -16889 ,   -1753 ,   11252
  13408 ,    -904 ,  -11184 ,   -8872 ,     939 ,    4848
  13740 ,    -984 ,  -11216 ,   -2725 ,    -149 ,    1458
---
  13908 ,   -1076 ,  -10456 ,    -675 ,    -150 ,     184
  12536 ,    -832 ,  -13144 ,    -484 ,   -2445 ,     874
  10072 ,    6832 ,    3472 ,   18835 ,    6569 ,  -20221
  14716 ,    1164 ,   -8356 ,  -10018 ,    1118 ,   13592
  14952 ,     188 ,   -8580 ,  -15236 ,   -3229 ,   15039
  14092 ,   -1844 ,  -10796 ,  -22713 ,     801 ,   18630
  13284 ,    -560 ,  -11504 ,  -11790 ,     872 ,    6490
  13328 ,    -732 ,  -11476 ,   -2058 ,    1051 ,    1296
  13388 ,    -684 ,  -11196 ,    -727 ,     286 ,     280
